Company Name,Website,Industry,Product/Service Category,"Business Type (B2B, B2B2C)",Employees Count,Revenue,Year Founded,BBB Rating,Street,City,State,Company Phone,Company LinkedIn,Owner's First Name,Owner's Last Name,Owner's Title,Owner's LinkedIn,Owner's Phone Number,Owner's Email,Source
Clarity AI,https://www.linkedin.com/company/clarity-ai,"Clarity AI is the leading sustainability tech company, leveraging advanced technology and AI to provide factual and transparent environmental and social insights to investors, corporates, governments, and consumers. AI has been at the core of Clarity AI's offering from the start, supporting a fully flexible set of data solutions, methodologies, and data analytics and reporting tools used for portfolio management, corporate research and engagement, benchmarking, regulatory compliance, online banking, and e-commerce.","Tech, Social Impact, Product, Financial Performance, Environmental Impact, SaaS tool, Sustainable Investments, Data Science, Business Analytics, Ratings, Data Management, and Regulations",<function <lambda> at 0x7ea4e77326b0>,371,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,New York,Ne,+1-983-560-3375x30912,https://www.linkedin.com/company/clarity-ai,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Brain Corp,https://www.linkedin.com/company/brain-corporation,"Brain Corp is the global leader in robotic AI software that powers the largest fleet of autonomous mobile robots (AMRs) operating in commercial public spaces. Global OEM partners use the company's cloud-connected platform, BrainOS®, to create scalable, self-driving robots that are used by end customers to clean floors and sense environmental data - turning manual operations into automated workflows. Fortune 500 brands across multiple verticals benefit from the growing portfolio of BrainOS®-powered robots and our industry-leading privacy, safety and efficiency tools that make managing and scaling automation easier. Brain Corp currently powers more than 35,000 AMRs, representing the largest fleet of its kind in the world.","Robotics, Machine Learning, Indoor Navigation, Self-driving Vehicles, Automation, Collaborative Robotics, AI, Retail Intelligence, and Inventory Management",<function <lambda> at 0x7ea4e77326b0>,304,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,10182 Telesis Ct,Sa,+1-983-560-3375x30912,https://www.linkedin.com/company/brain-corporation,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
RingCentral,https://www.linkedin.com/company/ringcentral,"RingCentral, Inc. (NYSE: RNG) is a leading provider of AI-driven cloud business communications, contact center, video and hybrid event solutions. RingCentral empowers businesses with conversation intelligence, and unlocks rich customer and employee interactions to provide insights and improved business outcomes. RingCentral is headquartered in Belmont, California, and has offices around the world.","Cloud-based business phone systems, virtual PBX, unified communication, smartphone apps, Internet fax, Professionals Services, VOIP, Open API/Integration, Global Office, SMS, Online Meetings, Team Messaging & Collaboration, HD Video & Audio Conferencing, Contact Center, video conferencing, Webinar, and Events",<function <lambda> at 0x7ea4e77326b0>,6087,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,20 Davis Drive,Be,+1-983-560-3375x30912,https://www.linkedin.com/company/ringcentral,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Freemodel,https://www.linkedin.com/company/freemodel,"Freemodel is a leader in pre-sales home renovation helping agents sell homes faster and for more! Our concierge service handles everything including the funding, design, and construction management. For each project we provide an in-person local project director to identify the most strategic home updates and to manage our trusted sub-contractors. And the best part, no upfront payments are required from the agent or homeowner. Freemodel is paid at escrow when the home sells. LinkTree: linktr.ee/getfreemodel","remodeling, home renovation, real estate, pre-sale listing, interior design, pre-sale home remodeling, selling homes top dollar, local project directors, concierge service, and construction management",<function <lambda> at 0x7ea4e77326b0>,97,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,Burlingame,Ca,+1-983-560-3375x30912,https://www.linkedin.com/company/freemodel,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Peach Payments,https://www.linkedin.com/company/peach-payments,"Peach Payments enables Simple, Seamless and Secure transactions for business and consumers in Africa. We provide our customers with all the tools and solutions they need to sell across any digital channel while ensuring a safe experience for them and their customers. Customer service is a core part of our DNA and it is our mission to ensure that our customers are happy as they grow from their first transaction past their millionth Peach Payments currently powers businesses in South Africa, Kenya and Mauritius.","Risk Management, PCI Compliance, Subscription Billing, Single Click Payments, Mobile In-App Payments, Online Payment Acceptance, Online Payments, Mobile Payments, Cross-border Acquiring, and International Payments",<function <lambda> at 0x7ea4e77326b0>,179,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,35 Brickfield Road,Br,+1-983-560-3375x30912,https://www.linkedin.com/company/peach-payments,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
CloudEagle.ai,https://www.linkedin.com/company/cloudeagle,"CloudEagle.ai helps IT, security & Procurement teams manage, govern & renew all their SaaS apps from one single platform. With CloudEagle.ai, enterprises like RingCentral, Shiji, Recroom make SaaS management & governance a breeze & save 10-30% on their software spend. Using 500+ direct connectors, customers get 100% visibility into all applications, licenses, spend and vendors. Using no code slack-enabled workflows, IT & security teams streamline employee onboarding/offboarding, access reviews, license harvesting and renewals. Leveraging detailed usage insights and benchmarking data, customers negotiate better with vendors & optimize tech stack. Our platform processed over $2bn and delivered over $150M in savings. Our industry-leading 30-minute onboarding ensures immediate governance & savings from day 1. Book a demo: https://www.cloudeagle.ai/book-a-demo Get a Free trial: https://www.cloudeagle.ai/free-trial",software,<function <lambda> at 0x7ea4e77326b0>,89,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,2490 Middlefield Rd,Pa,+1-983-560-3375x30912,https://www.linkedin.com/company/cloudeagle,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Gridwealth,https://www.linkedin.com/company/gridwealth-energy,"Gridwealth is a full-service, distributed energy resource (DER) company. We plan, develop, and operate a portfolio of renewable energy assets. We build commercial and industrial (C&I) solar, battery energy storage systems, and community-shared solar installations. We operate and maintain DER assets, both independent and in-house. Finally, we trade in renewable energy credits, net metering credits, retail electricity, and other energy services. Gridwealth generates long-term revenue for customers while reducing greenhouse gas emissions by partnering with commercial and industrial property owners, private companies, independent power producers, power brokers, universities, and municipalities. To date, Gridwealth has been involved in more than 150 solar projects. The company is rapidly expanding across the U.S. with a vision to have over 500 MW of operating solar assets in its portfolio by 2027. For more information, please get in touch with info@gridwealth.com","solar development, battery storage development, retail electricity supply, C&I energy solutions, and Community Shared Solar",<function <lambda> at 0x7ea4e77326b0>,51,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,33 Union Avenue,Su,+1-983-560-3375x30912,https://www.linkedin.com/company/gridwealth-energy,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Scrut Automation,https://www.linkedin.com/company/scrut-automation,"Governance, Risk, and Compliance simplified for new-age businesses.","Compliance Management, Information Security, SOC 2, ISO 27001, GDPR, HIPAA, CCPA, PCI DSS, GRC, and risk management",<function <lambda> at 0x7ea4e77326b0>,184,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,Palo Alto,Ca,+1-983-560-3375x30912,https://www.linkedin.com/company/scrut-automation,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
ResearchGate,https://www.linkedin.com/company/researchgate,"ResearchGate is the professional network for researchers. Over 25 million researchers use researchgate.net to share and discover research, build their networks, and advance their careers. Based in Berlin, ResearchGate was founded in 2008. Its mission is to connect the world of science and make research open to all. If you'd like to join us on this journey please get in touch: https://www.researchgate.net/careers Facebook: facebook.com/ResearchGate Twitter: twitter.com/ResearchGate Instagram: instagram.com/researchgate_official",<function <lambda> at 0x7ea4e6c7be90>,<function <lambda> at 0x7ea4e77326b0>,284,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,Chausseestraße 20,Be,+1-983-560-3375x30912,https://www.linkedin.com/company/researchgate,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
AMPECO,https://www.linkedin.com/company/ampeco,"At AMPECO, we believe electric vehicles are a key component of a sustainable future. The switch to electric vehicles requires vast networks of charge points connected to cloud-based software solutions that ensure a seamless charging experience for EV drivers. As a global leader in EV charging management, AMPECO provides businesses with innovative software solutions that allow them to enter the EV charging market and capitalize on new business models. We accelerate positive change and transformation to clean technologies in the mobility and energy sector. AMPECO is a software company that offers a white-label and hardware-agnostic EV charging management platform bundled with white-label EV driver apps. We deliver a globally recognized product and high-quality services to companies who need to manage their EV charging infrastructure, processes, and efficient energy usage. Our cloud-based platform addresses specific EV charging challenges, especially in energy management. AMPECO's API seamlessly integrates with smart meters, building management systems, and renewable energy sources to maximize efficiency. It uses dynamic load management to support priority charging and demand-response events and efficiently distribute the available power to avoid costly grid upgrades. We offer solutions for various businesses that suit all EV charging market segments, including commercial, fleet, and residential. Whether your venture is an entering-the-market Charge Point Operator or Installer, an already established Energy Utility or Oil and Gas company, a scaled business that fully manages its own EV fleet or a Charging Equipment Manufacturer, we have covered you. AMPECO's team of e-mobility experts can help answer all your questions about EV Charging software solutions. Schedule a live demo with us 👉 https://bit.ly/3JOjkuJ and discover how our platform helps you: - Achieve operational excellence. - Monetize your network. - Future-proof your business.","Electric Vehicle Charging, Electric charging stations, Electric Charging Software, eMobility, Charging Station Software, Smart Charging Management, and While-Label EV charging software",<function <lambda> at 0x7ea4e77326b0>,137,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,Sofia,BG,+1-983-560-3375x30912,https://www.linkedin.com/company/ampeco,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
